date,total_ridership,day_of_week,daytype,holiday,year,month,week
2005-04-28,501620,Thursday,W,,2005,4,17
2005-04-29,504783,Friday,W,,2005,4,17
2005-04-30,261679,Saturday,A,,2005,4,17
2005-05-01,178543,Sunday,U,,2005,5,17
2005-05-02,485633,Monday,W,,2005,5,18
2005-05-03,506837,Tuesday,W,,2005,5,18
2005-05-04,508187,Wednesday,W,,2005,5,18
2005-05-05,516176,Thursday,W,,2005,5,18
2005-05-06,519506,Friday,W,,2005,5,18
2005-05-07,283445,Saturday,A,,2005,5,18
2005-05-08,201518,Sunday,U,,2005,5,18
2005-05-09,492562,Monday,W,,2005,5,19
2005-05-10,526597,Tuesday,W,,2005,5,19
2005-05-11,491723,Wednesday,W,,2005,5,19
2005-05-12,502276,Thursday,W,,2005,5,19
2005-05-13,495598,Friday,W,,2005,5,19
2005-05-14,269287,Saturday,A,,2005,5,19
2005-05-15,181136,Sunday,U,,2005,5,19
2005-05-16,497047,Monday,W,,2005,5,20
2005-05-17,503980,Tuesday,W,,2005,5,20
2005-05-18,501943,Wednesday,W,,2005,5,20
2005-05-19,492399,Thursday,W,,2005,5,20
2005-05-20,519193,Friday,W,,2005,5,20
2005-05-21,293257,Saturday,A,,2005,5,20
2005-05-22,206706,Sunday,U,,2005,5,20
2005-05-23,508683,Monday,W,,2005,5,21
2005-05-24,527815,Tuesday,W,,2005,5,21
2005-05-25,521687,Wednesday,W,,2005,5,21
2005-05-26,524487,Thursday,W,,2005,5,21
2005-05-27,511287,Friday,W,,2005,5,21
2005-05-28,296031,Saturday,A,,2005,5,21
2005-05-29,216963,Sunday,U,,2005,5,21
2005-05-30,192614,Monday,U,Memorial Day,2005,5,22
2005-05-31,490890,Tuesday,W,,2005,5,22
2005-06-01,508742,Wednesday,W,,2005,6,22
2005-06-02,501133,Thursday,W,,2005,6,22
2005-06-03,511344,Friday,W,,2005,6,22
2005-06-04,267869,Saturday,A,,2005,6,22
2005-06-05,196647,Sunday,U,,2005,6,22
2005-06-06,514111,Monday,W,,2005,6,23
2005-06-07,521756,Tuesday,W,,2005,6,23
2005-06-08,524857,Wednesday,W,,2005,6,23
2005-06-09,516785,Thursday,W,,2005,6,23
2005-06-10,543475,Friday,W,,2005,6,23
2005-06-11,343271,Saturday,A,,2005,6,23
2005-06-12,238691,Sunday,U,,2005,6,23
2005-06-13,521873,Monday,W,,2005,6,24
2005-06-14,527703,Tuesday,W,,2005,6,24
2005-06-15,528895,Wednesday,W,,2005,6,24
2005-06-16,500963,Thursday,W,,2005,6,24
2005-06-17,507615,Friday,W,,2005,6,24
2005-06-18,287351,Saturday,A,,2005,6,24
2005-06-19,202303,Sunday,U,,2005,6,24
2005-06-20,491050,Monday,W,,2005,6,25
2005-06-21,503079,Tuesday,W,,2005,6,25
2005-06-22,504307,Wednesday,W,,2005,6,25
2005-06-23,492451,Thursday,W,,2005,6,25
2005-06-24,534070,Friday,W,,2005,6,25
2005-06-25,330852,Saturday,A,,2005,6,25
2005-06-26,294508,Sunday,U,,2005,6,25
2005-06-27,491051,Monday,W,,2005,6,26
2005-06-28,524670,Tuesday,W,,2005,6,26
2005-06-29,529959,Wednesday,W,,2005,6,26
2005-06-30,536913,Thursday,W,,2005,6,26
2005-07-01,549846,Friday,W,,2005,7,26
2005-07-02,384479,Saturday,A,,2005,7,26
2005-07-03,429543,Sunday,U,,2005,7,26
2005-07-04,231268,Monday,U,Independence Day,2005,7,27
2005-07-05,472827,Tuesday,W,,2005,7,27
2005-07-06,490159,Wednesday,W,,2005,7,27
2005-07-07,479997,Thursday,W,,2005,7,27
2005-07-08,490726,Friday,W,,2005,7,27
2005-07-09,274703,Saturday,A,,2005,7,27
2005-07-10,198908,Sunday,U,,2005,7,27
2005-07-11,475522,Monday,W,,2005,7,28
2005-07-12,485804,Tuesday,W,,2005,7,28
2005-07-13,494915,Wednesday,W,,2005,7,28
2005-07-14,526230,Thursday,W,,2005,7,28
2005-07-15,523998,Friday,W,,2005,7,28
2005-07-16,330121,Saturday,A,,2005,7,28
2005-07-17,224756,Sunday,U,,2005,7,28
2005-07-18,483526,Monday,W,,2005,7,29
2005-07-19,504946,Tuesday,W,,2005,7,29
2005-07-20,495997,Wednesday,W,,2005,7,29
2005-07-21,506606,Thursday,W,,2005,7,29
2005-07-22,510096,Friday,W,,2005,7,29
2005-07-23,300098,Saturday,A,,2005,7,29
2005-07-24,212319,Sunday,U,,2005,7,29
2005-07-25,481893,Monday,W,,2005,7,30
2005-07-26,488141,Tuesday,W,,2005,7,30
2005-07-27,520160,Wednesday,W,,2005,7,30
2005-07-28,519638,Thursday,W,,2005,7,30
2005-07-29,513053,Friday,W,,2005,7,30
2005-07-30,322597,Saturday,A,,2005,7,30
2005-07-31,216770,Sunday,U,,2005,7,30
2005-08-01,476628,Monday,W,,2005,8,31
2005-08-02,498297,Tuesday,W,,2005,8,31
2005-08-03,497076,Wednesday,W,,2005,8,31
2005-08-04,495478,Thursday,W,,2005,8,31
2005-08-05,501202,Friday,W,,2005,8,31
2005-08-06,296465,Saturday,A,,2005,8,31
2005-08-07,216887,Sunday,U,,2005,8,31
2005-08-08,490256,Monday,W,,2005,8,32
2005-08-09,503252,Tuesday,W,,2005,8,32
2005-08-10,502329,Wednesday,W,,2005,8,32
2005-08-11,488698,Thursday,W,,2005,8,32
2005-08-12,503350,Friday,W,,2005,8,32
2005-08-13,290465,Saturday,A,,2005,8,32
2005-08-14,206079,Sunday,U,,2005,8,32
2005-08-15,476637,Monday,W,,2005,8,33
2005-08-16,488986,Tuesday,W,,2005,8,33
2005-08-17,489919,Wednesday,W,,2005,8,33
2005-08-18,465833,Thursday,W,,2005,8,33
2005-08-19,499721,Friday,W,,2005,8,33
2005-08-20,299837,Saturday,A,,2005,8,33
2005-08-21,243064,Sunday,U,,2005,8,33
2005-08-22,495440,Monday,W,,2005,8,34
2005-08-23,511817,Tuesday,W,,2005,8,34
2005-08-24,511310,Wednesday,W,,2005,8,34
2005-08-25,490248,Thursday,W,,2005,8,34
2005-08-26,519114,Friday,W,,2005,8,34
2005-08-27,302503,Saturday,A,,2005,8,34
2005-08-28,226640,Sunday,U,,2005,8,34
2005-08-29,508252,Monday,W,,2005,8,35
2005-08-30,519095,Tuesday,W,,2005,8,35
2005-08-31,523946,Wednesday,W,,2005,8,35
2005-09-01,534217,Thursday,W,,2005,9,35
2005-09-02,524568,Friday,W,,2005,9,35
2005-09-03,313284,Saturday,A,,2005,9,35
2005-09-04,268475,Sunday,U,,2005,9,35
2005-09-05,227430,Monday,U,Labor Day,2005,9,36
2005-09-06,537214,Tuesday,W,,2005,9,36
2005-09-07,551071,Wednesday,W,,2005,9,36
2005-09-08,557305,Thursday,W,,2005,9,36
2005-09-09,558151,Friday,W,,2005,9,36
2005-09-10,315275,Saturday,A,,2005,9,36
2005-09-11,213445,Sunday,U,,2005,9,36
2005-09-12,560000,Monday,W,,2005,9,37
2005-09-13,573530,Tuesday,W,,2005,9,37
2005-09-14,570679,Wednesday,W,,2005,9,37
2005-09-15,582652,Thursday,W,,2005,9,37
2005-09-16,572353,Friday,W,,2005,9,37
2005-09-17,335388,Saturday,A,,2005,9,37
2005-09-18,243087,Sunday,U,,2005,9,37
2005-09-19,545823,Monday,W,,2005,9,38
2005-09-20,569259,Tuesday,W,,2005,9,38
2005-09-21,569274,Wednesday,W,,2005,9,38
2005-09-22,558177,Thursday,W,,2005,9,38
2005-09-23,580470,Friday,W,,2005,9,38
2005-09-24,323748,Saturday,A,,2005,9,38
2005-09-25,230306,Sunday,U,,2005,9,38
2005-09-26,540386,Monday,W,,2005,9,39
2005-09-27,570105,Tuesday,W,,2005,9,39
2005-09-28,554730,Wednesday,W,,2005,9,39
2005-09-29,555125,Thursday,W,,2005,9,39
2005-09-30,559150,Friday,W,,2005,9,39
2005-10-01,309811,Saturday,A,,2005,10,39
2005-10-02,203715,Sunday,U,,2005,10,39
2005-10-03,530135,Monday,W,,2005,10,40
2005-10-04,562424,Tuesday,W,,2005,10,40
2005-10-05,572414,Wednesday,W,,2005,10,40
2005-10-06,564287,Thursday,W,,2005,10,40
2005-10-07,550432,Friday,W,,2005,10,40
2005-10-08,313871,Saturday,A,,2005,10,40
2005-10-09,309077,Sunday,U,,2005,10,40
2005-10-10,466579,Monday,W,,2005,10,41
2005-10-11,570292,Tuesday,W,,2005,10,41
2005-10-12,569081,Wednesday,W,,2005,10,41
2005-10-13,552369,Thursday,W,,2005,10,41
2005-10-14,566949,Friday,W,,2005,10,41
2005-10-15,312710,Saturday,A,,2005,10,41
2005-10-16,223152,Sunday,U,,2005,10,41
2005-10-17,542339,Monday,W,,2005,10,42
2005-10-18,555364,Tuesday,W,,2005,10,42
2005-10-19,553360,Wednesday,W,,2005,10,42
2005-10-20,561353,Thursday,W,,2005,10,42
2005-10-21,559578,Friday,W,,2005,10,42
2005-10-22,320002,Saturday,A,,2005,10,42
2005-10-23,230165,Sunday,U,,2005,10,42
2005-10-24,528873,Monday,W,,2005,10,43
2005-10-25,542124,Tuesday,W,,2005,10,43
2005-10-26,549418,Wednesday,W,,2005,10,43
2005-10-27,555985,Thursday,W,,2005,10,43
2005-10-28,609595,Friday,W,,2005,10,43
2005-10-29,313814,Saturday,A,,2005,10,43
2005-10-30,208334,Sunday,U,,2005,10,43
2005-10-31,528418,Monday,W,,2005,10,44
2005-11-01,555163,Tuesday,W,,2005,11,44
2005-11-02,554329,Wednesday,W,,2005,11,44
2005-11-03,563354,Thursday,W,,2005,11,44
2005-11-04,542526,Friday,W,,2005,11,44
2005-11-05,291992,Saturday,A,,2005,11,44
2005-11-06,198500,Sunday,U,,2005,11,44
2005-11-07,538500,Monday,W,,2005,11,45
2005-11-08,533110,Tuesday,W,,2005,11,45
2005-11-09,544078,Wednesday,W,,2005,11,45
2005-11-10,558197,Thursday,W,,2005,11,45
2005-11-11,487669,Friday,W,,2005,11,45
2005-11-12,291357,Saturday,A,,2005,11,45
2005-11-13,205790,Sunday,U,,2005,11,45
2005-11-14,529044,Monday,W,,2005,11,46
2005-11-15,535054,Tuesday,W,,2005,11,46
2005-11-16,519205,Wednesday,W,,2005,11,46
2005-11-17,528043,Thursday,W,,2005,11,46
2005-11-18,527718,Friday,W,,2005,11,46
2005-11-19,328507,Saturday,A,,2005,11,46
2005-11-20,201818,Sunday,U,,2005,11,46
2005-11-21,520875,Monday,W,,2005,11,47
2005-11-22,528989,Tuesday,W,,2005,11,47
2005-11-23,493428,Wednesday,W,,2005,11,47
2005-11-24,123943,Thursday,U,Thanksgiving Day,2005,11,47
2005-11-25,278175,Friday,W,,2005,11,47
2005-11-26,241316,Saturday,A,,2005,11,47
2005-11-27,177966,Sunday,U,,2005,11,47
2005-11-28,506451,Monday,W,,2005,11,48
2005-11-29,515542,Tuesday,W,,2005,11,48
2005-11-30,517367,Wednesday,W,,2005,11,48
2005-12-01,528879,Thursday,W,,2005,12,48
2005-12-02,520107,Friday,W,,2005,12,48
2005-12-03,285431,Saturday,A,,2005,12,48
2005-12-04,193302,Sunday,U,,2005,12,48
2005-12-05,490920,Monday,W,,2005,12,49
2005-12-06,493919,Tuesday,W,,2005,12,49
2005-12-07,490871,Wednesday,W,,2005,12,49
2005-12-08,540509,Thursday,W,,2005,12,49
2005-12-09,523078,Friday,W,,2005,12,49
2005-12-10,275123,Saturday,A,,2005,12,49
2005-12-11,185783,Sunday,U,,2005,12,49
2005-12-12,500914,Monday,W,,2005,12,50
2005-12-13,508197,Tuesday,W,,2005,12,50
2005-12-14,522176,Wednesday,W,,2005,12,50
2005-12-15,515813,Thursday,W,,2005,12,50
2005-12-16,502684,Friday,W,,2005,12,50
2005-12-17,270563,Saturday,A,,2005,12,50
2005-12-18,184543,Sunday,U,,2005,12,50
2005-12-19,444787,Monday,W,,2005,12,51
2005-12-20,443789,Tuesday,W,,2005,12,51
2005-12-21,459530,Wednesday,W,,2005,12,51
2005-12-22,451904,Thursday,W,,2005,12,51
2005-12-23,397820,Friday,W,,2005,12,51
2005-12-24,164850,Saturday,A,,2005,12,51
2005-12-25,87733,Sunday,U,Christmas Day,2005,12,51
2005-12-26,186543,Monday,U,,2005,12,52
2005-12-27,379856,Tuesday,W,,2005,12,52
2005-12-28,383884,Wednesday,W,,2005,12,52
2005-12-29,399368,Thursday,W,,2005,12,52
2005-12-30,391320,Friday,W,,2005,12,52
2005-12-31,255140,Saturday,A,,2005,12,52
2006-01-01,168706,Sunday,U,New Year's Day,2006,1,52
2006-01-02,179187,Monday,U,,2006,1,1
2006-01-03,448416,Tuesday,W,,2006,1,1
2006-01-04,450824,Wednesday,W,,2006,1,1
2006-01-05,456668,Thursday,W,,2006,1,1
2006-01-06,457848,Friday,W,,2006,1,1
2006-01-07,232812,Saturday,A,,2006,1,1
2006-01-08,165719,Sunday,U,,2006,1,1
2006-01-09,488300,Monday,W,,2006,1,2
2006-01-10,498204,Tuesday,W,,2006,1,2
2006-01-11,499665,Wednesday,W,,2006,1,2
2006-01-12,511412,Thursday,W,,2006,1,2
2006-01-13,485649,Friday,W,,2006,1,2
2006-01-14,257247,Saturday,A,,2006,1,2
2006-01-15,185476,Sunday,U,,2006,1,2
2006-01-16,331587,Monday,W,,2006,1,3
2006-01-17,514130,Tuesday,W,,2006,1,3
2006-01-18,515708,Wednesday,W,,2006,1,3
2006-01-19,526177,Thursday,W,,2006,1,3
2006-01-20,510722,Friday,W,,2006,1,3
2006-01-21,255915,Saturday,A,,2006,1,3
2006-01-22,172827,Sunday,U,,2006,1,3
2006-01-23,519744,Monday,W,,2006,1,4
2006-01-24,526310,Tuesday,W,,2006,1,4
2006-01-25,526692,Wednesday,W,,2006,1,4
2006-01-26,533666,Thursday,W,,2006,1,4
2006-01-27,504836,Friday,W,,2006,1,4
2006-01-28,260934,Saturday,A,,2006,1,4
2006-01-29,185225,Sunday,U,,2006,1,4
2006-01-30,510219,Monday,W,,2006,1,5
2006-01-31,526522,Tuesday,W,,2006,1,5
2006-02-01,532511,Wednesday,W,,2006,2,5
2006-02-02,533073,Thursday,W,,2006,2,5
2006-02-03,520606,Friday,W,,2006,2,5
2006-02-04,263269,Saturday,A,,2006,2,5
2006-02-05,175639,Sunday,U,,2006,2,5
2006-02-06,507972,Monday,W,,2006,2,6
2006-02-07,524267,Tuesday,W,,2006,2,6
2006-02-08,522120,Wednesday,W,,2006,2,6
2006-02-09,527310,Thursday,W,,2006,2,6
2006-02-10,517688,Friday,W,,2006,2,6
2006-02-11,272030,Saturday,A,,2006,2,6
2006-02-12,183742,Sunday,U,,2006,2,6
2006-02-13,453235,Monday,W,,2006,2,7
2006-02-14,534621,Tuesday,W,,2006,2,7
2006-02-15,519562,Wednesday,W,,2006,2,7
2006-02-16,509002,Thursday,W,,2006,2,7
2006-02-17,501276,Friday,W,,2006,2,7
2006-02-18,220456,Saturday,A,,2006,2,7
2006-02-19,163450,Sunday,U,,2006,2,7
2006-02-20,376099,Monday,W,,2006,2,8
2006-02-21,517726,Tuesday,W,,2006,2,8
2006-02-22,522093,Wednesday,W,,2006,2,8
2006-02-23,526982,Thursday,W,,2006,2,8
2006-02-24,510706,Friday,W,,2006,2,8
2006-02-25,260612,Saturday,A,,2006,2,8
2006-02-26,175426,Sunday,U,,2006,2,8
2006-02-27,500454,Monday,W,,2006,2,9
2006-02-28,517209,Tuesday,W,,2006,2,9
2006-03-01,520769,Wednesday,W,,2006,3,9
2006-03-02,514718,Thursday,W,,2006,3,9
2006-03-03,515261,Friday,W,,2006,3,9
2006-03-04,267523,Saturday,A,,2006,3,9
2006-03-05,173116,Sunday,U,,2006,3,9
2006-03-06,456738,Monday,W,,2006,3,10
2006-03-07,519964,Tuesday,W,,2006,3,10
2006-03-08,517253,Wednesday,W,,2006,3,10
2006-03-09,520399,Thursday,W,,2006,3,10
2006-03-10,598471,Friday,W,,2006,3,10
2006-03-11,320585,Saturday,A,,2006,3,10
2006-03-12,193861,Sunday,U,,2006,3,10
2006-03-13,506199,Monday,W,,2006,3,11
2006-03-14,522763,Tuesday,W,,2006,3,11
2006-03-15,525062,Wednesday,W,,2006,3,11
2006-03-16,523189,Thursday,W,,2006,3,11
2006-03-17,525976,Friday,W,,2006,3,11
2006-03-18,288404,Saturday,A,,2006,3,11
2006-03-19,187336,Sunday,U,,2006,3,11
2006-03-20,487223,Monday,W,,2006,3,12
2006-03-21,485967,Tuesday,W,,2006,3,12
2006-03-22,502611,Wednesday,W,,2006,3,12
2006-03-23,505664,Thursday,W,,2006,3,12
2006-03-24,496218,Friday,W,,2006,3,12
2006-03-25,267788,Saturday,A,,2006,3,12
2006-03-26,194906,Sunday,U,,2006,3,12
2006-03-27,499160,Monday,W,,2006,3,13
2006-03-28,514232,Tuesday,W,,2006,3,13
2006-03-29,528375,Wednesday,W,,2006,3,13
2006-03-30,498526,Thursday,W,,2006,3,13
2006-03-31,532016,Friday,W,,2006,3,13
2006-04-01,289082,Saturday,A,,2006,4,13
2006-04-02,211131,Sunday,U,,2006,4,13
2006-04-03,511524,Monday,W,,2006,4,14
2006-04-04,548034,Tuesday,W,,2006,4,14
2006-04-05,542767,Wednesday,W,,2006,4,14
2006-04-06,527556,Thursday,W,,2006,4,14
2006-04-07,526786,Friday,W,,2006,4,14
2006-04-08,299122,Saturday,A,,2006,4,14
2006-04-09,214617,Sunday,U,,2006,4,14
2006-04-10,498813,Monday,W,,2006,4,15
2006-04-11,521472,Tuesday,W,,2006,4,15
2006-04-12,520943,Wednesday,W,,2006,4,15
2006-04-13,526195,Thursday,W,,2006,4,15
2006-04-14,457696,Friday,W,,2006,4,15
2006-04-15,268751,Saturday,A,,2006,4,15
2006-04-16,151021,Sunday,U,,2006,4,15
2006-04-17,517224,Monday,W,,2006,4,16
2006-04-18,536362,Tuesday,W,,2006,4,16
2006-04-19,541307,Wednesday,W,,2006,4,16
2006-04-20,532742,Thursday,W,,2006,4,16
2006-04-21,546993,Friday,W,,2006,4,16
2006-04-22,296527,Saturday,A,,2006,4,16
2006-04-23,205953,Sunday,U,,2006,4,16
2006-04-24,533457,Monday,W,,2006,4,17
2006-04-25,527908,Tuesday,W,,2006,4,17
2006-04-26,539392,Wednesday,W,,2006,4,17
2006-04-27,534449,Thursday,W,,2006,4,17
2006-04-28,553139,Friday,W,,2006,4,17
2006-04-29,284850,Saturday,A,,2006,4,17
2006-04-30,185993,Sunday,U,,2006,4,17
2006-05-01,613250,Monday,W,,2006,5,18
2006-05-02,551822,Tuesday,W,,2006,5,18
2006-05-03,550777,Wednesday,W,,2006,5,18
2006-05-04,552294,Thursday,W,,2006,5,18
2006-05-05,540911,Friday,W,,2006,5,18
2006-05-06,306133,Saturday,A,,2006,5,18
2006-05-07,214599,Sunday,U,,2006,5,18
2006-05-08,518006,Monday,W,,2006,5,19
2006-05-09,539776,Tuesday,W,,2006,5,19
2006-05-10,538059,Wednesday,W,,2006,5,19
2006-05-11,515627,Thursday,W,,2006,5,19
2006-05-12,530546,Friday,W,,2006,5,19
2006-05-13,282908,Saturday,A,,2006,5,19
2006-05-14,207180,Sunday,U,,2006,5,19
2006-05-15,499451,Monday,W,,2006,5,20
2006-05-16,538180,Tuesday,W,,2006,5,20
2006-05-17,531344,Wednesday,W,,2006,5,20
2006-05-18,541967,Thursday,W,,2006,5,20
2006-05-19,540604,Friday,W,,2006,5,20
2006-05-20,303234,Saturday,A,,2006,5,20
2006-05-21,214747,Sunday,U,,2006,5,20
2006-05-22,522635,Monday,W,,2006,5,21
2006-05-23,537463,Tuesday,W,,2006,5,21
2006-05-24,524075,Wednesday,W,,2006,5,21
2006-05-25,530739,Thursday,W,,2006,5,21
2006-05-26,545543,Friday,W,,2006,5,21
2006-05-27,297448,Saturday,A,,2006,5,21
2006-05-28,234730,Sunday,U,,2006,5,21
2006-05-29,203488,Monday,U,Memorial Day,2006,5,22
2006-05-30,524758,Tuesday,W,,2006,5,22
2006-05-31,536901,Wednesday,W,,2006,5,22
2006-06-01,529620,Thursday,W,,2006,6,22
2006-06-02,537442,Friday,W,,2006,6,22
2006-06-03,308521,Saturday,A,,2006,6,22
2006-06-04,227854,Sunday,U,,2006,6,22
2006-06-05,518814,Monday,W,,2006,6,23
2006-06-06,541949,Tuesday,W,,2006,6,23
2006-06-07,552730,Wednesday,W,,2006,6,23
2006-06-08,560706,Thursday,W,,2006,6,23
2006-06-09,541293,Friday,W,,2006,6,23
2006-06-10,290197,Saturday,A,,2006,6,23
2006-06-11,222310,Sunday,U,,2006,6,23
2006-06-12,517448,Monday,W,,2006,6,24
2006-06-13,551485,Tuesday,W,,2006,6,24
2006-06-14,552099,Wednesday,W,,2006,6,24
2006-06-15,547309,Thursday,W,,2006,6,24
2006-06-16,554159,Friday,W,,2006,6,24
2006-06-17,319121,Saturday,A,,2006,6,24
2006-06-18,215675,Sunday,U,,2006,6,24
2006-06-19,505273,Monday,W,,2006,6,25
2006-06-20,528348,Tuesday,W,,2006,6,25
2006-06-21,522351,Wednesday,W,,2006,6,25
2006-06-22,525329,Thursday,W,,2006,6,25
2006-06-23,530593,Friday,W,,2006,6,25
2006-06-24,308556,Saturday,A,,2006,6,25
2006-06-25,251219,Sunday,U,,2006,6,25
2006-06-26,520168,Monday,W,,2006,6,26
2006-06-27,533545,Tuesday,W,,2006,6,26
2006-06-28,538987,Wednesday,W,,2006,6,26
2006-06-29,554022,Thursday,W,,2006,6,26
2006-06-30,594284,Friday,W,,2006,6,26
2006-07-01,356281,Saturday,A,,2006,7,26
2006-07-02,285431,Sunday,U,,2006,7,26
2006-07-03,567668,Monday,W,,2006,7,27
2006-07-04,290657,Tuesday,U,Independence Day,2006,7,27
2006-07-05,548901,Wednesday,W,,2006,7,27
2006-07-06,562938,Thursday,W,,2006,7,27
2006-07-07,583176,Friday,W,,2006,7,27
2006-07-08,351286,Saturday,A,,2006,7,27
2006-07-09,260176,Sunday,U,,2006,7,27
2006-07-10,513446,Monday,W,,2006,7,28
2006-07-11,502359,Tuesday,W,,2006,7,28
2006-07-12,510536,Wednesday,W,,2006,7,28
2006-07-13,534845,Thursday,W,,2006,7,28
2006-07-14,555907,Friday,W,,2006,7,28
2006-07-15,342028,Saturday,A,,2006,7,28
2006-07-16,255745,Sunday,U,,2006,7,28
2006-07-17,520320,Monday,W,,2006,7,29
2006-07-18,560219,Tuesday,W,,2006,7,29
2006-07-19,570868,Wednesday,W,,2006,7,29
2006-07-20,534564,Thursday,W,,2006,7,29
2006-07-21,561403,Friday,W,,2006,7,29
2006-07-22,338949,Saturday,A,,2006,7,29
2006-07-23,236209,Sunday,U,,2006,7,29
2006-07-24,525464,Monday,W,,2006,7,30
2006-07-25,539721,Tuesday,W,,2006,7,30
2006-07-26,532196,Wednesday,W,,2006,7,30
2006-07-27,550529,Thursday,W,,2006,7,30
2006-07-28,559161,Friday,W,,2006,7,30
2006-07-29,351114,Saturday,A,,2006,7,30
2006-07-30,241440,Sunday,U,,2006,7,30
2006-07-31,505178,Monday,W,,2006,7,31
2006-08-01,514288,Tuesday,W,,2006,8,31
2006-08-02,521410,Wednesday,W,,2006,8,31
2006-08-03,544415,Thursday,W,,2006,8,31
2006-08-04,599230,Friday,W,,2006,8,31
2006-08-05,391833,Saturday,A,,2006,8,31
2006-08-06,296927,Sunday,U,,2006,8,31
2006-08-07,525376,Monday,W,,2006,8,32
2006-08-08,536745,Tuesday,W,,2006,8,32
2006-08-09,532013,Wednesday,W,,2006,8,32
2006-08-10,509810,Thursday,W,,2006,8,32
2006-08-11,529507,Friday,W,,2006,8,32
2006-08-12,325197,Saturday,A,,2006,8,32
2006-08-13,222579,Sunday,U,,2006,8,32
2006-08-14,494233,Monday,W,,2006,8,33
2006-08-15,513172,Tuesday,W,,2006,8,33
2006-08-16,515263,Wednesday,W,,2006,8,33
2006-08-17,521789,Thursday,W,,2006,8,33
2006-08-18,530239,Friday,W,,2006,8,33
2006-08-19,319491,Saturday,A,,2006,8,33
2006-08-20,266722,Sunday,U,,2006,8,33
2006-08-21,509308,Monday,W,,2006,8,34
2006-08-22,521952,Tuesday,W,,2006,8,34
2006-08-23,525047,Wednesday,W,,2006,8,34
2006-08-24,512488,Thursday,W,,2006,8,34
2006-08-25,535882,Friday,W,,2006,8,34
2006-08-26,299880,Saturday,A,,2006,8,34
2006-08-27,229164,Sunday,U,,2006,8,34
2006-08-28,487736,Monday,W,,2006,8,35
2006-08-29,529567,Tuesday,W,,2006,8,35
2006-08-30,539717,Wednesday,W,,2006,8,35
2006-08-31,543101,Thursday,W,,2006,8,35
2006-09-01,550599,Friday,W,,2006,9,35
2006-09-02,336918,Saturday,A,,2006,9,35
2006-09-03,266037,Sunday,U,,2006,9,35
2006-09-04,213180,Monday,U,Labor Day,2006,9,36
2006-09-05,564710,Tuesday,W,,2006,9,36
2006-09-06,586687,Wednesday,W,,2006,9,36
2006-09-07,602947,Thursday,W,,2006,9,36
2006-09-08,588253,Friday,W,,2006,9,36
2006-09-09,320490,Saturday,A,,2006,9,36
2006-09-10,203359,Sunday,U,,2006,9,36
2006-09-11,544973,Monday,W,,2006,9,37
2006-09-12,576581,Tuesday,W,,2006,9,37
2006-09-13,576116,Wednesday,W,,2006,9,37
2006-09-14,597146,Thursday,W,,2006,9,37
2006-09-15,605805,Friday,W,,2006,9,37
2006-09-16,349952,Saturday,A,,2006,9,37
2006-09-17,244115,Sunday,U,,2006,9,37
2006-09-18,571395,Monday,W,,2006,9,38
2006-09-19,573245,Tuesday,W,,2006,9,38
2006-09-20,581358,Wednesday,W,,2006,9,38
2006-09-21,577728,Thursday,W,,2006,9,38
2006-09-22,554912,Friday,W,,2006,9,38
2006-09-23,290399,Saturday,A,,2006,9,38
2006-09-24,215353,Sunday,U,,2006,9,38
2006-09-25,552735,Monday,W,,2006,9,39
2006-09-26,577165,Tuesday,W,,2006,9,39
2006-09-27,572957,Wednesday,W,,2006,9,39
2006-09-28,561669,Thursday,W,,2006,9,39
2006-09-29,580365,Friday,W,,2006,9,39
2006-09-30,327203,Saturday,A,,2006,9,39
2006-10-01,245839,Sunday,U,,2006,10,39
2006-10-02,527719,Monday,W,,2006,10,40
2006-10-03,565461,Tuesday,W,,2006,10,40
2006-10-04,560833,Wednesday,W,,2006,10,40
2006-10-05,579959,Thursday,W,,2006,10,40
2006-10-06,573545,Friday,W,,2006,10,40
2006-10-07,310338,Saturday,A,,2006,10,40
2006-10-08,235508,Sunday,U,,2006,10,40
2006-10-09,474988,Monday,W,,2006,10,41
2006-10-10,568029,Tuesday,W,,2006,10,41
2006-10-11,567749,Wednesday,W,,2006,10,41
2006-10-12,561501,Thursday,W,,2006,10,41
2006-10-13,564841,Friday,W,,2006,10,41
2006-10-14,320667,Saturday,A,,2006,10,41
2006-10-15,215817,Sunday,U,,2006,10,41
2006-10-16,554755,Monday,W,,2006,10,42
2006-10-17,567468,Tuesday,W,,2006,10,42
2006-10-18,570361,Wednesday,W,,2006,10,42
2006-10-19,572306,Thursday,W,,2006,10,42
2006-10-20,585885,Friday,W,,2006,10,42
2006-10-21,335019,Saturday,A,,2006,10,42
2006-10-22,311982,Sunday,U,,2006,10,42
2006-10-23,547307,Monday,W,,2006,10,43
2006-10-24,560215,Tuesday,W,,2006,10,43
2006-10-25,550833,Wednesday,W,,2006,10,43
2006-10-26,547003,Thursday,W,,2006,10,43
2006-10-27,550964,Friday,W,,2006,10,43
2006-10-28,302207,Saturday,A,,2006,10,43
2006-10-29,220435,Sunday,U,,2006,10,43
2006-10-30,547931,Monday,W,,2006,10,44
2006-10-31,550490,Tuesday,W,,2006,10,44
2006-11-01,559161,Wednesday,W,,2006,11,44
2006-11-02,556891,Thursday,W,,2006,11,44
2006-11-03,542980,Friday,W,,2006,11,44
2006-11-04,295706,Saturday,A,,2006,11,44
